Compounds	Object ID	InChI-Key	SMILES	
2-dehydro-3-deoxy-D-galactonate	2-DEHYDRO-3-DEOXY-D-GALACTONATE	InChIKey=WPAMZTWLKIDIOP-NQXXGFSBSA-M	C(O)C(O)C(O)CC(C(=O)[O-])=O	
2-dehydro-3-deoxy-D-gluconate	2-DEHYDRO-3-DEOXY-D-GLUCONATE	InChIKey=WPAMZTWLKIDIOP-WVZVXSGGSA-M	C(=O)([O-])C(=O)CC(O)C(O)CO	
2-dehydropantoate	2-DEHYDROPANTOATE	InChIKey=PKVVTUWHANFMQC-UHFFFAOYSA-M	CC(C(=O)C([O-])=O)(CO)C	
2-dehydropantolactone	2-DEHYDROPANTOYL-LACTONE	InChIKey=HRTOQFBQOFIFEE-UHFFFAOYSA-N	CC1(COC(C1=O)=O)C	
2-deoxy-D-glucose	2-DEOXY-D-GLUCOSE	InChIKey=PMMURAAUARKVCB-ZXXMMSQZSA-N	C1(C(O)OC(CO)C(O)C(O)1)	
2-deoxy-D-glucose 6-phosphate	2-DEOXY-D-GLUCOSE-6-PHOSPHATE	InChIKey=UQJFZAAGZAYVKZ-ZXXMMSQZSA-L	C(OP(=O)([O-])[O-])C1(OC(O)CC(O)C(O)1)	
2-deoxyglucose 6-phosphate	2-DEOXYGLUCOSE-6-PHOSPHATE	InChIKey=MBPFNOMGYSRGQZ-PBXRRBTRSA-L	C(CC(C(C(COP([O-])([O-])=O)O)O)O)=O	
2-dehydro-3-deoxy-D-arabinonate	2-DH-3-DO-D-ARABINONATE	InChIKey=UQIGQRSJIKIPKZ-VKHMYHEASA-M	C(O)C(O)CC(=O)C(=O)[O-]	
2-ethylhexyl phthalate	2-ETHYLHEXYL-PHTHALATE	InChIKey=DJDSLBVSSOQSLW-UHFFFAOYSA-M	CCCCC(CC)COC(=O)C1(C=CC=CC(C(=O)[O-])=1)	
2-furoate	2-FUROATE	InChIKey=SMNDYUVBFMFKNZ-UHFFFAOYSA-M	C(C1(OC=CC=1))([O-])=O	
3-demethylubiquinol-6	2-HEXAPRENYL-3-METHYL-5-HYDROXY-6-METHOX	InChIKey=ZQXNZNKHQXLVCV-HGJBZHBGSA-N	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1(=C(C(OC)=C(C(O)=C1C)O)O))C)C)C)C)C)C	
2-hexaprenyl-6-methoxyphenol	2-HEXAPRENYL-6-METHOXYPHENOL	InChIKey=WVPRAWNIVDFQBO-DUBIXASGSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=CC=CC(OC)=C(O)1)	
2'-hydroxydihydrodaidzein	2-HYDROXY-23-DIHYDRODAIDZEIN	InChIKey=WBOWBLGZAXVREM-LBPRGKRZSA-N	C3(=CC(C1(C(C2(=CC=C(C=C(OC1)2)O))=O))=C(C=C3O)O)	
2-hydroxy-5-(methylthio)-3-oxopent-1-enyl 1-phosphate	2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP	InChIKey=YIEMFVNCENFBSD-XQRVVYSFSA-K	CSCCC(C([O-])=COP([O-])(=O)[O-])=O	
2-hydroxy-4-carboxypyrimidine	2-HYDROXY-4-CARBOXYPYRIMIDINE	InChIKey=OEPPJKDEBZBNNG-UHFFFAOYSA-M	C1(N=C(N=C(C([O-])=O)C=1)O)	
20&alpha;-hydroxycholesterol	2-HYDROXY-CHOLESTEROL	InChIKey=MCKLJFJEQRYRQT-APGJSSKUSA-N	CC(C)CCCC(O)(C)[CH]2(CC[CH]3([CH]4(CC=C1(CC(O)CCC(C)1[CH](CCC(C)23)4))))	
2-hydroxyestradiol	2-HYDROXY-ESTRADIOL	InChIKey=DILDHNKDVHLEQB-UHFFFAOYSA-N	CC24(C(CCC(C3(CCC1(C=C(C(O)=CC=1C(CC2)3)O)))4)O)	
2-hydroxycyclohexan-1-one	2-HYDROXYCYCLOHEXAN-1-ONE	InChIKey=ODZTXUXIYGJLMC-UHFFFAOYSA-N	C1(CCC(=O)C(C1)O)	
2'-hydroxydaidzein	2-HYDROXYDAIDZEIN	InChIKey=ZCTNPCRBEWXCGP-UHFFFAOYSA-N	C1(C(=CC(O)=C(C=1)C3(=COC2(C=C(C=CC=2C(=O)3)O)))O)	
2-hydroxyformononetin	2-HYDROXYFORMONONETIN	InChIKey=XKHHKXCBFHUOHM-UHFFFAOYSA-N	COC3(=CC(O)=C(C2(C(C1(=C(C=C(C=C1)O)OC=2))=O))C=C3)	
2-(hydroxymethyl)-3-(acetamidomethylene)succinate	2-HYDROXYMETHYL-3-ACETAMIDOMETHYLENE	InChIKey=BHXUWJPOOLFBAP-DJWKRKHSSA-L	CC(NC=C(C(=O)[O-])C(CO)C(=O)[O-])=O	
2-hydroxymethyl-4-oxobutanoate	2-HYDROXYMETHYL-4-OXOBUTANOATE	InChIKey=QZXWGGGNYORFOK-UHFFFAOYSA-M	C(C=O)C(CO)C(=O)[O-]	
2-hydroxypyridine	2-HYDROXYPYRIDINE	InChIKey=UBQKCCHYAOITMY-UHFFFAOYSA-N	C1(=CC=NC(=C1)O)	
2-hydroxysuccinamate	2-HYDROXYSUCCINAMATE	InChIKey=RTTYFXMXRFYCHM-UHFFFAOYSA-M	C(C(C(=O)[O-])O)C(N)=O	
2-dehydro-3-deoxy-D-gluconate 6-phosphate	2-KETO-3-DEOXY-6-P-GLUCONATE	InChIKey=OVPRPPOVAXRCED-WVZVXSGGSA-K	C(=O)([O-])C(=O)CC(O)C(O)COP([O-])(=O)[O-]	
2-dehydro-3-deoxy-D-glucarate	2-KETO-3-DEOXY-D-GLUCARATE	InChIKey=QUURPCHWPQNNGL-OKKQSCSOSA-L	C(C(CC(C(C([O-])=O)O)O)=O)([O-])=O	
(<i>S</i>)-3-methyl-2-oxopentanoate	2-KETO-3-METHYL-VALERATE	InChIKey=JVQYSWDUAOAHFM-BYPYZUCNSA-M	CCC(C)C(=O)C([O-])=O	
2-keto-4-hydroxy-5-aminovalerate	2-KETO-4-HYDROXY-5-AMINO-VALERATE	InChIKey=ICMJZHFYQVZYQN-UHFFFAOYSA-N	C(C(O)C[N+])C(C([O-])=O)=O	
2-keto-6-acetamidocaproate	2-KETO-6-ACETAMIDOCAPROATE	InChIKey=NGCXIFFZXAZRAF-UHFFFAOYSA-M	CC(NCCCCC(=O)C([O-])=O)=O	
2-keto-6-aminocaproate	2-KETO-6-AMINO-CAPROATE	InChIKey=GWENQMVPLJAMAE-UHFFFAOYSA-N	C(CC(=O)C(=O)[O-])CC[N+]	
2-oxoglutaramate	2-KETO-GLUTARAMATE	InChIKey=COJBGNAUUSNXHX-UHFFFAOYSA-M	C(CC(N)=O)C(=O)C(=O)[O-]	
3-methyl-2-oxobutanoate	2-KETO-ISOVALERATE	InChIKey=QHKABHOOEWYVLI-UHFFFAOYSA-M	CC(C(C([O-])=O)=O)C	
2-keto-L-Gulonolactone	2-KETO-L-GULONOLACTONE	InChIKey=KRGQEOSDQHTZMX-UHFFFAOYSA-N	C(C(O)C1(C(O)C(C(O1)=O)=O))O	
2-mercaptoethanol	2-MERCAPTOETHANOL	InChIKey=DGVVWUTYPXICAM-UHFFFAOYSA-N	C(O)CS	
2-methoxyestradiol	2-METHOXY-ESTRADIOL-17B	InChIKey=CQOQDQWUFQDJMK-WRWXEFHESA-N	CC23(CCC1(C4(=CC(OC)=C(O)C=C(CCC1C(CCC(O)2)3)4)))	
2-methoxyethanol	2-METHOXYETHANOL	InChIKey=XNWFRZJHXBZDAG-UHFFFAOYSA-N	C(COC)O	
2-methoxyethylamine	2-METHOXYETHYLAMINE	InChIKey=ASUDFOJKTJLAIK-UHFFFAOYSA-O	C(C[N+])OC	
citraconate	2-METHYLMALEATE	InChIKey=HNEGQIOMVPPMNR-IHWYPQMZSA-L	CC(=CC(=O)[O-])C(=O)[O-]	
2-methylpropanal O-methyloxime	2-METHYLPROPANAL-O-METHYLOXIME	InChIKey=BWDHKWDASNPZLC-GQCTYLIASA-N	CC(C)C=NOC	
2-O-caffeoylglucarate	2-O-CAFFEOYLGLUCARATE	InChIKey=OMIXKOJEIRRAJW-DUXPYHPUSA-L	C1(C=C(O)C(O)=CC(C=CC(=O)OC(C(=O)[O-])C(O)C(O)C(O)C(=O)[O-])=1)	
2-oxo-indole-3-acetate	2-OXINDOLE-3-ACETIC-ACID	InChIKey=ILGMGHZPXRDCCS-UHFFFAOYSA-M	C(CC2(C(=O)NC1(=CC=CC=C12)))([O-])=O	
2-oxindole-3-acetyl-L-aspartate	2-OXINDOLE-3-ACETYL-ASP	InChIKey=SDOOMIWSQMGJCL-HTLJXXAVSA-L	C(NC(C(=O)[O-])CC([O-])=O)(=O)CC1(C(NC2(=CC=CC=C12))=O)	
2-oxoaldehyde	2-OXOALDEHYDE		[CH](=O)C(=O)[R]	
2-oxobut-3-enanoate	2-OXOBUT-3-ENANOATE	InChIKey=DGUBLKUCHAAUFT-UHFFFAOYSA-M	C=CC(=O)C(=O)[O-]	
2-oxohexanoate	2-OXOHEXANOATE	InChIKey=XNIHZNNZJHYHLC-UHFFFAOYSA-M	CCCCC(=O)C(=O)[O-]	
2-oxopropyl-CoM	2-OXOPROPYL-COM	InChIKey=CRNXHFXAXBWIRH-UHFFFAOYSA-M	CC(=O)CSCCS(=O)(=O)[O-]	
2-oxostearate	2-OXOSTEARATE	InChIKey=JUCAMRNDACLKGY-UHFFFAOYSA-M	CCCCCCCCCCCCCCCCC(=O)C(=O)[O-]	
2-oxosuccinamate	2-OXOSUCCINAMATE	InChIKey=ONGPAWNLFDCRJE-UHFFFAOYSA-M	C(C(N)=O)C(=O)C([O-])=O	
2-oxophytanate	2-OXYPHYTANATE	InChIKey=CQJGVSCAFSXDSB-KURKYZTESA-M	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)C(=O)[O-]	
2-phenyl-2-(1-piperdinyl)propane	2-PHENYL-2-1-PIPERDINYLPROPANE	InChIKey=HORGQLWAZQOQNU-UHFFFAOYSA-N	CC(C1(C=CC=CC=1))(C)N2(CCCCC2)	
2-phosphono-3-sulfoproprionate	2-PHOSPHONO-3-SULFOPROPRIONATE	InChIKey=VBVRZFXJOVCTGU-UHFFFAOYSA-K	C(C(=O)[O-])(P(=O)([O-])O)S(=O)(=O)[O-]	
2-protocatechuoylphloroglucinolcarboxylate	2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA	InChIKey=GRXIELRCPYIEQI-UHFFFAOYSA-M	C(C1(C(=CC(O)=CC(O)=1)OC(C2(C=CC(=C(C=2)O)O))=O))([O-])=O	
2-pyrazoline	2-PYRAZOLINE	InChIKey=MCGBIXXDQFWVDW-UHFFFAOYSA-N	C1(CC=NN1)	
2-undecanone	2-UNDECANONE	InChIKey=KYWIYKKSMDLRDC-UHFFFAOYSA-N	CCCCCCCCCC(=O)C	
2-ureido-propionate	2-UREIDO-PROPIONATE	InChIKey=LUSWEUMSEVLFEQ-UHFFFAOYSA-M	CC(NC(N)=O)C([O-])=O	
2-hydroxy-4(1<i>H</i>)-quinolone	2-hydroxy-4-1H-quinolone	InChIKey=HDHQZCHIXUUSMK-UHFFFAOYSA-N	C2(C=CC1(NC(O)=CC(=O)C=1C=2))	
20-hydroxy-3-oxopregn-4-en-21-al	20-HYDROXY-3-OXOPREGN-4-EN-21-AL	InChIKey=HIXLXYQKUSOMDM-FYGMKCHKSA-N	CC34([CH]2([CH]([CH]1(C(C(C(C=O)O)CC1)(CC2)C))CCC3=CC(=O)CC4))	
(20<i>R</i>,22<i>R</i>)-dihydroxycholesterol	20A-20B-DIHYDROXY-CHOLESTEROL	InChIKey=ISBSSBGEYIBVTO-TYKWNDPBSA-N	CC(C)CCC(O)C(O)(C)[CH]2(CC[CH]3([CH]4(CC=C1(CC(O)CCC(C)1[CH](CCC(C)23)4))))	
(20S,22S,25S)-22,25-epoxyfurost-5-ene-3-&beta;,26-diol	20S22S25S-2225-EPOXYFUROST	InChIKey=NELZMZLNTYWIPD-MLBSDYKWSA-N	CC6(C3(C(CC2(C4(CC=C1(CC(O)CCC(C)1C(CCC(C)23)4))))OC5(CCC(C)(CO)O5)6))	
(20S,22S,25S)-22,25-epoxyfurost-5-ene-3-&beta;,26-diol 3-o-&beta;-D-glucoside	20S22S25S-2225-EPOXYFUROST-ETC-GLUCOSIDE	InChIKey=QJEQHVALLZCTGC-CPULGICZSA-N	CC7(C3(C(CC2(C4(CC=C1(CC(CCC(C)1C(CCC(C)23)4)OC5(OC(CO)C(O)C(O)C(O)5)))))OC6(CCC(C)(CO)O6)7))	
2,3-dihydrogossypetin	23-DIHYDROGOSSYPETIN	InChIKey=ZHPLPRUARZZBET-UHFFFAOYSA-N	C1(C=C(O)C(O)=CC=1C2(OC3(C(O)=C(O)C=C(O)C(C(=O)C(O)2)=3)))	
2,3-dimercaptopropan-1-ol	23-DIMERCAPTOPROPAN-1-OL	InChIKey=WQABCVAJNWAXTE-UHFFFAOYSA-N	C(O)C(S)CS	
vitamin K 2,3-epoxide	23-EPOXY-23-DIHYDRO-2-METHYL-14-NAPHTHOQ	InChIKey=KUTXFBIHPWIDJQ-LKUDQCMESA-N	CC(C)CCCC(C)CCCC(C)CCCC(C)=CCC13(OC(C)(C(=O)C2(C=CC=CC(C(=O)1)=2))3)	
2,3-pentane-dione	23-PENTANEDIONE	InChIKey=TZMFJUDUGYTVRY-UHFFFAOYSA-N	CCC(=O)C(=O)C	
2,3',4,6-tetrahydroxybenzophenone	2346-TETRAHYDROXYBENZOPHENONE	InChIKey=QWRYPHZJTWQLFX-UHFFFAOYSA-N	C2(=CC(C(C1(=C(C=C(C=C1O)O)O))=O)=CC(=C2)O)	
2,4-dichloro-2,5-dihydro-5-oxofuran-2-acetate	24-DICHLORO-25-DIHYDRO-5-OXOFURAN-2-AC	InChIKey=RNYNGUYSDYOCLB-UHFFFAOYSA-M	C(=O)([O-])CC1(Cl)(OC(=O)C(Cl)=C1)	
2,4-dichlorobenzoyl-CoA	24-DICHLOROBENZOYL-COA	InChIKey=MBVYUVNTXZVQRL-TYHXJLICSA-J	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(C1(=CC=C(C=C1Cl)Cl))=O)COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]	
2,4,5-trichloro-2,5-cyclohexadiene-1-diol	245-DNOL	InChIKey=KRQUJBMPSDPYMT-UHFFFAOYSA-N	C1(C(Cl)C(Cl)=CC(C(Cl)=1)O)	
(2<i>R</i>,4<i>S</i>)-2, 4-diaminopentanoate	24DINH2-PENTANOATE	InChIKey=PCEJMSIIDXUDSN-DMTCNVIQSA-O	CC(CC(C([O-])=O)[N+])[N+]	
(24R)-24-methylcycloarta-25-en-3-&beta;-ol	24R-24-METHYLCYCLOARTA-825-DIEN-3-BET	InChIKey=IXHACUTUTOCSJE-SLIDFVSESA-N	C=C(C)C(C)CCC(C)[CH]3(CCC4(C)([CH]1(CC[CH]5(C(C)(C)C(O)CCC2(CC12CCC(C)34)5))))	
2,5-dichloro-2,5-cyclohexadiene-1,4-diol	25-DDOL	InChIKey=CPXFTNFOQXXRBF-UHFFFAOYSA-N	C1(=C(Cl)C(C=C(Cl)C(O)1)O)	
2,5-didehydro-D-gluconate	25-DIDEHYDRO-D-GLUCONATE	InChIKey=RXMWXENJQAINCC-DMTCNVIQSA-M	C(C(C(C(C(C([O-])=O)=O)O)O)=O)O	
2,5,6-trihydroxy-5,6-dihydroquinoline	256-TRIHYDROXY-56-DIHYDROQUINOLINE	InChIKey=HPQLNKXDNOVXAK-UHFFFAOYSA-N	C1(C=C(O)N=C2(C=CC(O)C(O)C=12))	
(25S)-5&beta;-spirostan-3&beta;-ol 3-O-&beta;-D- glucoside	25S-5-BETA-SPIROSTAN-3-BETA-OL-3-O-BET	InChIKey=ZNEIIZNXGCIAAL-TXUJEBAWSA-N	CC7(CCC5(C(C6(C4(C(C3(C(C2(C(CC(OC1(OC(C(O)C(O)C1O)CO))CC2)CC3)C)CC4))CC(O5)6)C))C)OC7)	
(2,6-difluoro-4-hydroxyphenyl)pyruvate	26-DIFLUORO-4-HYDROXYPHENYLPYRUVATE	InChIKey=STRRCIVAFFJFDV-UHFFFAOYSA-M	C(C(CC1(C(=CC(=CC(F)=1)O)F))=O)([O-])=O	
2,6-dioxo-6-phenylhexanoate	26-DIOXO-6-PHENYLHEXANOATE	InChIKey=WHAWELFEJQCZFJ-UHFFFAOYSA-M	C1(C=CC(=CC=1)C(=O)CCCC(=O)C(=O)[O-])	
2-C-methyl-D-erythritol-2,4-cyclodiphosphate	2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	InChIKey=SFRQRNJMIIUYDI-UHNVWZDZSA-L	CC1(CO)(OP(=O)([O-])OP(=O)([O-])OCC(O)1)	
(<i>R</i>)-3-methylitaconate	2CH2-3CH3-SUCC	InChIKey=IZFHMLDRUVYBGK-SCSAIBSYSA-L	C=C(C(C)C(=O)[O-])C(=O)[O-]	
<I>cis</I>,<I>cis</I>-2-hydroxy-6-oxohepta-2,4-dienoate	2H6OH2-4DIENOATE	InChIKey=HVZGWILTESYJSP-MGLVMYNNSA-M	CC(=O)C=CC=C(O)C([O-])=O	
4-methyl-2-oxopentanoate	2K-4CH3-PENTANOATE	InChIKey=BKAJNAXTPSGJCU-UHFFFAOYSA-M	CC(C)CC(C([O-])=O)=O	
2-oxoadipate	2K-ADIPATE	InChIKey=FGSBNBBHOZHUBO-UHFFFAOYSA-L	C(CC(=O)C(=O)[O-])CC(=O)[O-]	
3-(3,4-dihydroxyphenyl)lactate	3-34-DIHYDROXYPHENYLLACTATE	InChIKey=PAFLSMZLRSPALU-UHFFFAOYSA-M	C(C(CC1(=CC=C(C(=C1)O)O))O)([O-])=O	
adenosine 3',5'-bisphosphate	3-5-ADP	InChIKey=WHTCPDAXWFLDIH-KQYNXXCUSA-J	C(OP(=O)([O-])[O-])C1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23)))	
theobromine	3-7-DIMETHYLXANTHINE	InChIKey=YAPQBXQYLJRXSA-UHFFFAOYSA-N	CN2(C=NC1(=C(C(NC(N(C)1)=O)=O)2))	
3-amino-1,2-propanediol	3-AMINO-12-PROPANEDIOL	InChIKey=KQIGMPWTAHJUMN-UHFFFAOYSA-O	C(O)C(O)C[N+]	
3-amino-6-acetamidohexanoate	3-AMINO-6-ACETAMIDOHEXANOATE	InChIKey=MBZWIPOSTWTKSV-UHFFFAOYSA-N	CC(=O)NCCCC([N+])CC(=O)[O-]	
3-aminopropyl-methyl-phosphinate	3-AMINOPROPYL-METHYL-PHOSPHINATE	InChIKey=NHVRIDDXGZPJTJ-UHFFFAOYSA-N	CP([O-])(=O)CCC[N+]	
3-&beta;-D-galactosyl-sn-glycerol	3-B-D-GALACTOSYL-SN-GLYCEROL	InChIKey=NHJUPBDCSOGIKX-NTXXKDEISA-N	C(OC1(OC(CO)C(O)C(O)C(O)1))C(O)CO	
nigerose	3-BETA-D-GLUCOSYLGLUCOSE	InChIKey=QIGJYVCQYDKYDW-NSYYTRPSSA-N	C(O)C2(C(O)C(O)C(O)C(OC1(C(O)C(O)OC(CO)C(O)1))O2)	
allopregnanolone	3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE	InChIKey=AURFZBICLPNKBZ-FZCSVUEKSA-N	CC(C4(C3([CH]([CH]2([CH](C1([CH](CC(CC1)O)CC2)C)CC3))CC4)C))=O	
(2<i>S</i>)-2-isopropylmalate	3-CARBOXY-3-HYDROXY-ISOCAPROATE	InChIKey=BITYXLXUCSKTJS-UHFFFAOYSA-L	CC(C(O)(CC(=O)[O-])C([O-])=O)C	
3-carboxy-4-methoxy-N-methyl-2-pyridone	3-CARBOXY-4-METHOXY-N-METHYL-2-PYRIDONE	InChIKey=RYHGOZKWYMCMKG-UHFFFAOYSA-M	CN1(C=CC(OC)=C(C(=O)[O-])C(=O)1)	
3-dehydrocarnitine	3-DE-H-CARNITINE	InChIKey=YNOWULSFLVIUDH-UHFFFAOYSA-N	C(C(=O)CC(=O)[O-])[N+](C)(C)C	
3-deazaadenine	3-DEAZAADENINE	InChIKey=UHUHBFMZVCOEOV-UHFFFAOYSA-O	C2(NC1(=C(C(=[N+]C=C1)N)N=2))	
3-dehydroshikimate	3-DEHYDRO-SHIKIMATE	InChIKey=SLWWJZMPHJJOPH-PHDIDXHHSA-M	C([O-])(=O)C1(=CC(=O)C(O)C(O)C1)	
3-deoxy-D-arabino-heptulosonate-7-phosphate	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	InChIKey=PJWIPEXIFFQAQZ-PUFIMZNGSA-K	C(=O)([O-])C(=O)CC(O)C(O)C(O)COP([O-])(=O)[O-]	
5-enolpyruvyl-shikimate 3-phosphate	3-ENOLPYRUVYL-SHIKIMATE-5P	InChIKey=QUTYKIXIUDQOLK-PRJMDXOYSA-J	C=C(C(=O)[O-])OC1(CC(C(=O)[O-])=CC(OP(=O)([O-])[O-])C(O)1)	
3-hydroxy-1H-quinolin-4-one	3-HYDROXY-1H-QUINOLIN-4-ONE	InChIKey=BHTNYVRPYQQOMJ-UHFFFAOYSA-M	C1(C=CC2(NC=C([O-])C(=O)C(C=1)=2))	
3-hydroxy-2-methyl-1H-quinolin-4-one	3-HYDROXY-2-METHYL-1H-QUINOLIN-4-ONE	InChIKey=FSCXZVPPDJYLDD-UHFFFAOYSA-M	CC1(NC2(C=CC=CC(C(=O)C([O-])=1)=2))	
3-hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone	3-HYDROXY-2-METHYL-3-PHYTYL-23-DIHYDRONA	InChIKey=OOJSROHRRKVBFW-MNBFGQJISA-N	CC(C)CCCC(C)CCCC(C)CCCC(C)=CCC1(O)(C(=O)C2(C=CC=CC(C(=O)C(C)1)=2))	
3-hydroxy-2-oxindole-3-acetyl-asp	3-HYDROXY-2-OXINDOLE-3-ACETYL-ASP	InChIKey=QMZGZQXNSUNJEY-UHFFFAOYSA-L	C(CC1(O)(C(=O)NC2(=C1C=CC=C2)))(=O)NC(CC(=O)[O-])C([O-])=O	
3-hydroxy-4h-pyrid-4-one	3-HYDROXY-4H-PYRID-4-ONE	InChIKey=ZCUUVWCJGRQCMZ-UHFFFAOYSA-N	C1(NC=CC(=O)C(O)=1)	
(1<i>E</i>,2<i>Z</i>)-3-hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1 (10),2-dien-4-oate	3-HYDROXY-5917-TRIOXO-45910-DISECOA	InChIKey=HRJXKKSJPNWKCP-VHYMCRENSA-M	CC(=CC=C(O)C(=O)[O-])C(=O)CCC1(C(=O)CCC2(C)(C(=O)CC[CH]12))	
3-hydroxyanthranilate	3-HYDROXY-ANTHRANILATE	InChIKey=WJXSWCUQABXPFS-UHFFFAOYSA-M	C1(C=C(C(N)=C(O)C=1)C([O-])=O)	
3-hydroxy-<i>cis,cis</i>-muconate	3-HYDROXY-CISCIS-MUCONATE	InChIKey=DLKZGMNZEDNHKO-BXTBVDPRSA-L	C(=CC(=O)[O-])C(O)=CC(=O)[O-]	
3-hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate	3-HYDROXY-ETCETERA-CARBOXYLATE	InChIKey=VJZTVPVXKYQRJZ-UHFFFAOYSA-M	CC1(=NC=C(C(CO)=C(O)1)C([O-])=O)	
3'-hydroxy-N-methyl-(S)-coclaurine	3-HYDROXY-N-METHYL-S-COCLAURINE	InChIKey=DAUPWJBRVZCBQB-AWEZNQCLSA-O	C1(CC3(C=C(OC)C(O)=CC(C([N+](C)1)CC2(C=C(O)C(O)=CC=2))=3))	
3-hydroxypropanoate	3-HYDROXY-PROPIONATE	InChIKey=ALRHLSYJTWAHJZ-UHFFFAOYSA-M	C(CO)C([O-])=O	
3-hydroxyaminophenol	3-HYDROXYAMINOPHENOL	InChIKey=NAKOPKHXTPVJIZ-UHFFFAOYSA-N	C1(C=C(O)C=C(C=1)NO)	
3-hydroxycyclohexanone	3-HYDROXYCYCLOHEXANONE	InChIKey=TWEVQGUWCLBRMJ-UHFFFAOYSA-N	C1(CC(=O)CC(O)C1)	
3-(3-hydroxyphenyl)propanoate	3-HYDROXYPHENYL-PROPIONATE	InChIKey=QVWAEZJXDYOKEH-UHFFFAOYSA-M	C(CCC1(C=C(O)C=CC=1))(=O)[O-]	
3-hydroxyphenylacetyl-CoA	3-HYDROXYPHENYLACETYL-COA	InChIKey=WOPRCGRQVLJGCX-CECATXLMSA-J	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(CC1(C=CC=C(O)C=1))=O)COP(=O)(OP(=O)(OCC2(OC(C(C2OP([O-])(=O)[O-])O)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]	
3-hydroxypimeloyl-CoA	3-HYDROXYPIMELYL-COA	InChIKey=VGEBXBQECGWCRH-JXUSAFQPSA-I	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(CC(CCCC([O-])=O)O)=O)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]	
3-hydroxyquinine	3-HYDROXYQUININE	InChIKey=BSRUJCFCZKMFMB-IHPSWZADSA-O	C=CC4(O)(C[N+]3(CCC(CC(C(O)C1(=CC=NC2(=CC=C(C=C12)OC)))3)4))	
indole-3-glyoxal	3-INDOLEGLYOXAL	InChIKey=KPDBTUMJILFRNQ-UHFFFAOYSA-N	C2(=C(C(=O)C=O)C1(C=CC=CC=1N2))	
indole-3-glycol aldehyde	3-INDOLYLGLYCOLALDEHYDE	InChIKey=XKZDNWMDLGQXML-UHFFFAOYSA-N	C2(=C(C1(C=CC=CC=1N2))C(O)C=O)	
3-keto-L-gulonate	3-KETO-L-GULONATE	InChIKey=WTAHRPBPWHCMHW-LWKDLAHASA-M	C(O)C(O)C(O)C(=O)C(O)C(=O)[O-]	
acetoacetate	3-KETOBUTYRATE	InChIKey=WDJHALXBUFZDSR-UHFFFAOYSA-M	CC(=O)CC([O-])=O	
3-ketothreonate	3-KETOTHREONATE	InChIKey=SCSGVVIUUUPOOJ-UHFFFAOYSA-M	C(C(C(C([O-])=O)O)=O)O	
3-mercapto-2-mercaptomethylpropanoate	3-MERCAPTO-2-MERCAPTOMETHYLPROPANOATE	InChIKey=KRHAHEQEKNJCSD-UHFFFAOYSA-M	C(S)C(CS)C(=O)[O-]	
3-mercaptopyruvate	3-MERCAPTO-PYRUVATE	InChIKey=OJOLFAIGOXZBCI-UHFFFAOYSA-M	C(C(C(=O)[O-])=O)S	
3-methylbenzoyl-CoA	3-METHYLBENZOYL-COA	InChIKey=BNTJLEDGDXBMSM-SXQYHYLKSA-J	CC4(=CC=CC(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=C4)	
3-methylbenzyl alcohol	3-METHYLBENZYL-ALCOHOL	InChIKey=JJCKHVUTVOPLBV-UHFFFAOYSA-N	CC1(C=C(C=CC=1)CO)	
(3-methylbenzyl)succinate	3-METHYLBENZYLSUCCINATE	InChIKey=OHQFGTDAUDLCBG-UHFFFAOYSA-L	CC1(=CC=CC(CC(CC(=O)[O-])C([O-])=O)=C1)	
